Date,Sales_Brot,Sales_Broetchen,Sales_Croissant,Sales_Konditorei,Sales_Kuchen,Sales_Saisonbrot,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,holiday,holiday_1_weihnachtstag,holiday_2_weihnachtstag,holiday_christi_himmelfahrt,holiday_karfreitag,holiday_neujahr,holiday_ostermontag,holiday_ostersonntag,holiday_pfingstmontag,holiday_pfingstsonntag,holiday_reformationstag,holiday_tag_der_arbeit,holiday_tag_der_deutschen_einheit,school_holiday,school_holiday_herbstferien,school_holiday_osterferien,school_holiday_pfingstferien,school_holiday_sommerferien,school_holiday_weihnachtsferien,KielerWoche,weekday,month,dayofmonth,dayofyear,year
2016-02-21,57.711732685002296,498.815874652613,121.87380598811899,320.052214571435,429.951884660272,0.0,7.0,6.875,12,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,21,52,16
2016-02-22,64.1054034695987,236.92703550792197,72.3768680167102,71.56772800340241,163.428117167892,0.0,6.0,5.875,15,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,53,16
2016-02-23,70.61729087877809,260.99020547998697,107.661963735703,134.376094213944,161.605017964107,0.0,4.0,6.125,17,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,23,54,16
2016-02-24,85.75815473564809,242.649924353059,83.73179161125991,64.0301172684115,210.768634223775,0.0,3.0,4.0,15,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,24,55,16
2016-02-25,115.0558696768,237.15553634500301,58.893330611135795,60.216970582095,195.261407386158,0.0,6.0,3.5,10,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,25,56,16
2016-02-26,73.6223080391586,254.772713211861,89.2970054722185,54.0670927179698,187.61104823884898,0.0,6.0,3.625,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,26,57,16
2016-02-27,77.33927651568871,344.43972750689596,112.734042896824,85.38796939162509,256.02596174860804,0.0,4.0,1.5,5,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,27,58,16
2016-02-28,67.9028508038449,475.067504097736,143.402789700727,155.879471819037,265.88191704364897,0.0,1.0,3.5,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,28,59,16
2016-02-29,100.734692257053,213.574073422175,85.4670939199535,57.5785820133328,191.665015079148,0.0,7.0,2.125,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,60,16
2016-03-01,94.4073594599461,227.734771550322,71.0119127390675,93.49740940314129,180.928311589106,0.0,5.0,2.25,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,61,16
2016-03-02,76.3795550110334,222.095648232034,93.7217542076897,74.8849594920968,164.355534894709,0.0,7.0,5.0,16,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,62,16
2016-03-03,116.79706686072599,229.046716982771,88.96167458033779,53.3398566608189,154.985702571168,0.0,7.0,4.75,5,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,63,16
2016-03-04,100.459635238409,219.883104831763,98.7464106170893,54.3096350622408,189.909787668708,0.0,2.0,3.875,9,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,64,16
2016-03-05,126.558308460523,307.35580423007804,105.45458235057801,87.0021007839086,183.66549932306802,0.0,8.0,3.25,5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,65,16
2016-03-06,63.697317681019705,424.997870111198,125.25362870735201,89.97690283626551,237.73551437776,0.0,7.0,4.5,11,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,66,16
2016-03-07,100.739810297883,261.04692093802504,104.963466896837,59.3154655481707,223.48767634418599,0.0,6.0,4.75,10,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,67,16
2016-03-08,121.47081943623999,266.517131416557,73.23172114931941,86.237361671157,254.230927805738,0.0,6.0,5.0,10,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,68,16
2016-03-09,134.50464200454,271.328765064048,112.702195949417,0.0,259.677695472758,0.0,0.0,6.75,9,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,69,16
2016-03-10,144.67091938767402,293.908820913272,60.8341417156009,59.7788825664352,229.760403843279,0.0,8.0,4.375,11,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,70,16
2016-03-11,147.967084273896,254.53354082349998,91.45204500121821,84.09118155617591,240.691258075457,0.0,8.0,3.5,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,71,16
2016-03-12,156.98373775471399,369.210704930203,123.879594747325,64.8612566543002,257.066009798004,0.0,8.0,2.75,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,72,16
2016-03-13,85.12583245630421,457.37419235455496,141.827571462778,122.35814503739401,358.14904158783304,0.0,8.0,0.875,8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,73,16
2016-03-14,82.3443055655689,248.430200784947,106.168003108515,65.75511836720351,216.472813308732,0.0,8.0,5.0,8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,74,16
2016-03-15,135.410674142097,274.617100464435,85.12056844500891,78.53270595593449,277.612340356285,0.0,5.0,5.75,12,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,75,16
2016-03-16,149.729711282462,284.67409324527597,103.32084065968901,74.3282044980244,239.60811673098098,0.0,1.0,6.375,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,16,76,16
2016-03-17,171.39484313798,292.66701959477,102.115552422329,76.6750730683855,259.19741366946397,0.0,0.0,9.25,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,77,16
2016-03-18,107.770107847376,271.254945413232,83.2732058217668,85.0144032931207,310.248622540004,0.0,8.0,5.375,9,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,78,16
2016-03-19,123.305215643708,380.23741771865997,139.178861828601,82.3119212358549,319.459082188137,0.0,7.0,6.0,15,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,19,79,16
2016-03-20,60.158069995050404,527.5154419368499,184.166261199202,106.4494715151,351.53452249482103,0.0,6.0,8.625,15,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,20,80,16
2016-03-21,111.594469309437,270.39050721868597,112.199506864566,75.4092115243714,279.29676951057303,0.0,7.0,7.5,19,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,81,16
2016-03-22,123.498900492749,305.474521378648,106.189967034507,64.4622775695536,269.214268402338,0.0,7.0,8.125,13,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,22,82,16
2016-03-23,170.980616905401,328.778860928535,108.098676775929,54.9613227217267,278.851630298633,0.0,1.0,9.125,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,2,3,23,83,16
2016-03-24,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.375,10,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,3,3,24,84,16
2016-03-25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.875,7,61.0,Karfreitag,0,0,0,1,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,4,3,25,85,16
2016-03-26,233.43625908855702,603.695640303816,284.681250764875,58.5372758928461,481.65495786409303,0.0,1.0,9.75,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,5,3,26,86,16
2016-03-27,92.20093918696409,684.171162722579,189.788106034315,141.42620835589702,321.238551565509,0.0,7.0,8.625,12,61.0,Ostersonntag,0,0,0,0,0,0,1,0,0,0,0,0,osterferien,0,1,0,0,0,0,6,3,27,87,16
2016-03-28,78.94370653112159,593.601919712894,222.67806117599702,121.31493097640801,295.412643657617,0.0,6.0,11.625,18,61.0,Ostermontag,0,0,0,0,0,1,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,0,3,28,88,16
2016-03-29,119.200195257023,384.312439396431,102.221734637477,67.7767299139779,230.57416217628202,0.0,6.0,10.0,13,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,1,3,29,89,16
2016-03-30,60.5126024929405,337.62313960779596,117.881664269555,72.2946923139008,241.96634943816602,0.0,5.0,8.5,15,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,2,3,30,90,16
2016-03-31,98.74971254558109,368.852751120523,126.12781831384899,76.39783782410979,239.63586470466302,0.0,4.0,9.0,13,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,3,3,31,91,16
2016-04-01,126.57828072459499,369.56982602130404,111.815006377573,69.1621393027721,288.46151804369,0.0,0.0,9.125,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,4,4,1,92,16
2016-04-02,87.3944207425519,436.27804031219705,189.133194226414,65.3028239253893,247.661267823671,0.0,3.0,12.75,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,5,4,2,93,16
2016-04-03,59.9447846766429,401.20059739347704,166.207053633233,86.220713636422,234.641380413364,0.0,7.0,15.5,5,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,6,4,3,94,16
2016-04-04,137.947934007478,261.63640016653,128.292980884662,59.9058128787491,201.497255314954,0.0,6.0,17.375,6,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,0,4,4,95,16
2016-04-05,94.142825899826,246.71662144102902,99.5827121199856,58.9720553146971,218.413027097897,0.0,7.0,10.0,7,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,1,4,5,96,16
2016-04-06,115.447838356541,285.48147653792097,97.0822637355334,57.02264586249001,223.914811749007,0.0,6.0,11.125,12,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,2,4,6,97,16
2016-04-07,89.61844061283459,281.790814958438,107.132064321167,54.307127110534495,252.58510595336497,0.0,6.0,8.625,13,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,3,4,7,98,16
2016-04-08,78.19616217025359,256.02856475427,120.523884707092,74.02665722053621,194.066874820885,0.0,6.0,9.0,9,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,4,4,8,99,16
2016-04-09,147.991506901966,350.32111946872703,109.93803833750401,88.72405637102871,234.167630912455,0.0,4.0,10.125,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,osterferien,0,1,0,0,0,0,5,4,9,100,16
2016-04-10,52.04364072396461,396.74814755545896,129.352661247474,188.227432737985,244.03306851036598,0.0,7.0,10.875,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,101,16
2016-04-11,123.702699233727,266.366625292038,108.061463379292,63.5917525356622,200.38427941930303,0.0,1.0,10.0,15,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,102,16
2016-04-12,132.521415737209,258.44229013417197,94.4609362964128,75.012720073973,192.217013566236,0.0,6.0,8.0,9,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,103,16
2016-04-13,94.2383228667346,264.607767409568,103.93529959091299,68.3800760787528,205.05391207388698,0.0,5.0,9.75,11,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13,104,16
2016-04-14,147.451316499508,265.260826538153,91.246014388283,79.6651618752898,203.526804979814,0.0,6.0,10.0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,105,16
2016-04-15,114.065751428593,252.48059890406898,86.37779025456359,85.5021019405904,215.677749048544,0.0,7.0,10.625,8,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,106,16
2016-04-16,154.36608888433997,343.737114318693,163.804926988699,38.0034581066634,266.268834875461,0.0,6.0,12.75,15,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,107,16
2016-04-17,47.00664937583079,414.521614252364,151.966394520198,128.930716522031,252.402052934785,0.0,4.0,9.875,19,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,17,108,16
2016-04-18,118.988739758524,278.295779079878,80.6868758615905,62.1949644291393,180.402133751967,0.0,7.0,9.625,16,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,109,16
2016-04-19,118.54808866814699,246.54906459903302,97.9279177062117,58.782468497158,222.545920445252,0.0,5.0,9.5,23,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19,110,16
2016-04-20,97.00751601405831,237.679797411646,69.0284229573483,78.2047969831531,218.70012017308997,0.0,2.0,10.5,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,20,111,16
2016-04-21,162.612344751633,275.748854017986,92.3729306588041,58.49088965682489,235.19885864154202,0.0,2.0,11.625,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,112,16
2016-04-22,113.388253179464,275.38376345089,96.05665195401329,68.8249663767415,226.36107227019298,0.0,5.0,10.5,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,22,113,16
2016-04-23,92.1021778355632,332.231280619225,123.22570358776001,69.8152946816204,342.883589669836,0.0,3.0,8.875,17,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,23,114,16
2016-04-24,75.6222245885521,390.15034878330397,153.32412231766799,141.716902781412,287.878130133696,0.0,4.0,5.75,10,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,24,115,16
2016-04-25,120.296897891865,291.664653265081,123.27487252564899,81.5258711901888,191.90500757665401,0.0,8.0,4.625,10,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,116,16
2016-04-26,110.81192731874799,259.458654116745,71.8323573128756,49.8838269746306,231.38641091579498,0.0,7.0,2.5,7,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,26,117,16
2016-04-27,109.900043591409,245.398926176158,80.8725602170082,67.274912956458,241.630584610239,0.0,7.0,4.875,8,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,27,118,16
2016-04-28,144.258444140683,253.33317194165298,105.706858808087,54.205018367902404,233.86752495742402,0.0,6.0,7.5,16,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,28,119,16
2016-04-29,141.971140303684,303.736923397452,82.9419491940788,80.6775404303345,293.074476816919,0.0,6.0,9.75,13,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,29,120,16
2016-04-30,133.934264874241,358.802853523612,134.027286218656,59.6068804956452,334.465117619,0.0,8.0,8.0,7,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,30,121,16
2016-05-01,75.0855680153977,482.578324661218,223.802785349283,160.657021441659,378.36979848301496,0.0,0.0,10.75,9,0.0,Tag der Arbeit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,1,122,16
2016-05-02,80.53432046783041,320.995419915468,95.4131027318739,83.4409378249042,227.08493593718998,0.0,1.0,17.875,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,123,16
2016-05-03,121.044237577884,289.708731482993,78.2337652654008,55.7089383505145,247.627437648159,0.0,6.0,11.375,15,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,124,16
2016-05-04,143.517586627587,340.854574986743,130.92050534787202,87.33057390105509,228.21188230052002,0.0,1.0,12.375,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,125,16
2016-05-05,63.2181127337263,520.8577807502099,189.48621578485802,81.4028605555413,276.10154036152403,0.0,0.0,15.125,13,0.0,Christi Himmelfahrt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,126,16
2016-05-06,128.63641476464198,549.5719746127791,223.695167377294,80.62176536397571,263.896205618387,0.0,0.0,19.0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,pfingstferien,0,0,1,0,0,0,4,5,6,127,16
2016-05-07,130.740469962421,513.379310537856,234.423968466887,115.682643906475,283.86129891875197,0.0,0.0,22.125,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,128,16
2016-05-08,70.7536194190359,603.7744964907811,223.450408926695,148.75173881876998,262.509023160781,0.0,0.0,21.375,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,129,16
2016-05-09,115.102371461682,316.234375653089,129.465698741399,61.93459609718921,274.784906816565,0.0,0.0,19.875,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,130,16
2016-05-10,92.27892611388121,305.219598795191,72.98352475480759,72.80654392604559,187.10406121304698,0.0,0.0,20.875,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,131,16
2016-05-11,85.92964104906851,309.345908790116,141.551854340505,83.2552768245152,223.186865619855,0.0,0.0,20.625,15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,11,132,16
2016-05-12,120.37234955847299,322.631252723179,111.749909512964,57.7424642829603,261.231854050774,0.0,0.0,15.625,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,133,16
2016-05-13,122.11129588831301,329.45043771618197,122.600995902318,51.4231465432757,210.489080210568,0.0,2.0,17.5,16,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,134,16
2016-05-14,163.420994743525,451.821867120768,222.19069618992995,130.346005754567,334.16771655247896,0.0,7.0,10.0,14,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,135,16
2016-05-15,45.19284392860539,522.220037792634,233.964586111884,139.22567496084199,299.755271068588,0.0,6.0,9.75,12,61.0,Pfingstsonntag,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,15,136,16
2016-05-16,98.00101792811078,571.613453642502,243.572747061241,221.377548769257,369.78740712400804,0.0,5.0,11.25,16,0.0,Pfingstmontag,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,16,137,16
2016-05-17,126.175939525105,399.004465280682,155.81645216738002,81.2798661578787,253.335093139795,0.0,7.0,10.75,15,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,138,16
2016-05-18,124.058397743762,374.18687667799105,112.530997859032,52.98529181128549,300.098419383684,0.0,5.0,16.75,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,18,139,16
2016-05-19,103.539894371924,332.185760629374,129.892096900825,52.2420952260333,240.09576078700198,0.0,2.0,19.5,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,140,16
2016-05-20,142.315044989541,349.45324764639605,134.003083415072,75.9719358863341,293.44485678924804,0.0,8.0,14.75,11,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,20,141,16
2016-05-21,134.34875158281602,417.308630991789,175.636694299349,96.0857980307046,255.04536939496498,0.0,6.0,19.375,9,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,21,142,16
2016-05-22,44.06645244653271,399.272621728124,194.032210815487,80.1661906627983,296.041738757378,0.0,1.0,25.0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,22,143,16
2016-05-23,92.0461391783152,339.099125176726,138.761811140948,89.2533652735873,204.020005721102,0.0,7.0,15.5,8,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,144,16
2016-05-24,93.689577938849,297.823624960247,138.34955750995502,78.609274068199,316.090690822768,0.0,8.0,14.25,10,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,24,145,16
2016-05-25,114.416569643787,275.388396878139,93.5805022963291,0.0,273.926983634397,0.0,7.0,16.5,6,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,25,146,16
2016-05-26,118.05896130267,382.775874053643,107.902859794621,72.3213966982085,306.99469252011903,0.0,7.0,14.375,6,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,26,147,16
2016-05-27,132.359505113365,428.08227856575303,155.74988870169702,65.4248373651271,279.96890294366796,0.0,4.0,15.875,9,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,27,148,16
2016-05-28,80.63321697330059,475.9291538663,247.070837260053,76.5294267925852,294.457886340941,0.0,2.0,18.625,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,28,149,16
2016-05-29,62.5013270429653,536.394778519185,201.949752631363,90.70021246526692,277.89686472884,0.0,6.0,17.0,13,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,29,150,16
2016-05-30,134.578807812252,352.200537133603,107.19503351145799,46.1588204422771,195.145975861705,0.0,4.0,20.25,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,151,16
2016-05-31,98.91164625134121,336.96760876839903,75.1225395305266,61.340016742793104,240.708335993542,0.0,1.0,20.625,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,31,152,16
2016-06-01,89.3200184546117,329.67559257030496,102.647483208157,59.098392655641796,238.874878564477,0.0,4.0,21.75,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,153,16
2016-06-02,118.36675585686501,300.201116439216,81.0016777964952,37.2058034570491,199.261549459602,0.0,1.0,21.5,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,154,16
2016-06-03,126.172805594165,360.161707281065,119.43461314565901,51.83631500516479,238.069027357063,0.0,0.0,21.875,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,155,16
2016-06-04,129.472695112237,484.977536743856,186.28822594635503,57.265414927943795,271.288580060918,0.0,0.0,24.5,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,156,16
2016-06-05,56.1643884923837,505.183025938884,204.02382551188,45.18604032481971,256.832310845058,0.0,0.0,25.25,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,157,16
2016-06-06,96.630281826456,336.086485363912,114.794611851092,86.37676203827841,216.759609655745,0.0,1.0,22.875,15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,158,16
2016-06-07,120.649972381176,335.42221834379603,111.50908281886002,43.99793554589001,217.12914363359798,0.0,1.0,25.375,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,159,16
2016-06-08,90.31837669166158,359.982420677576,139.4508539836,51.9570899928825,262.71371647043,0.0,4.0,18.875,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,160,16
2016-06-09,176.623705667701,346.89056314298404,114.020491132883,66.887982554122,249.999409610005,0.0,1.0,19.5,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,161,16
2016-06-10,138.780097990443,382.46228613542604,129.407445698529,68.28769391177029,285.017546235919,0.0,3.0,18.125,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,162,16
2016-06-11,146.28969192067498,411.58307143195503,228.439799511311,55.479268033145296,293.050249013025,0.0,0.0,17.375,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,163,16
2016-06-12,41.3202517417741,493.709599656085,207.79290690165797,80.3694002108207,314.20621685246005,0.0,7.0,13.875,7,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,164,16
2016-06-13,157.032598847473,321.713222457414,141.781000615203,63.926404302318495,209.321894690829,0.0,7.0,15.25,11,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,165,16
2016-06-14,119.96846203145,306.10547510178,100.91249222887501,93.2936243715596,213.187533623518,0.0,7.0,16.5,8,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,166,16
2016-06-15,98.597982186145,279.03582907567903,110.97863429316901,54.5981574004444,234.728412152859,0.0,6.0,18.25,8,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,15,167,16
2016-06-16,132.226336008048,305.679673037153,86.63213888958771,69.769016334118,253.82110024129398,0.0,6.0,18.25,7,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,168,16
2016-06-17,96.48948785897859,349.831794411109,111.57894930368299,76.7473988954117,251.67982231828998,0.0,6.0,18.125,10,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,169,16
2016-06-18,178.053503357419,455.115566690297,210.995958062752,74.0956742931782,297.19617688293704,0.0,6.0,18.0,12,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,18,170,16
2016-06-19,47.3015501376727,515.510722561944,221.472814024848,157.876050195996,258.683021783885,0.0,7.0,16.0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,19,171,16
