date,sales_brot,sales_broetchen,sales_croissant,sales_konditorei,sales_kuchen,sales_saisonbrot,bewoelkung,temperatur,windgeschwindigkeit,wettercode,kielerwoche,holiday,holiday_1_weihnachtstag,holiday_2_weihnachtstag,holiday_christi_himmelfahrt,holiday_karfreitag,holiday_neujahr,holiday_ostermontag,holiday_pfingstmontag,holiday_reformationstag,holiday_tag_der_arbeit,holiday_tag_der_deutschen_einhei,school_holiday,school_holiday_herbstferien,school_holiday_osterferien,school_holiday_pfingstferien,school_holiday_sommerferien,school_holiday_weihnachtsferien,weekday,month,day,year,holiday_total
"2016-09-23,123.2036,334.8353,114.7848,83.68295,305.7137,0,4,18.625,12,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,9,23,23,0"
"2016-09-24,124.7604,382.8847,147.4034,77.09122,236.685,0,0,18.625,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,9,24,24,0"
"2016-09-25,50.70098,467.8628,171.2981,191.1002,324.3398,0,0,21.375,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,9,25,25,0"
"2016-09-26,100.687,288.925,100.6568,70.1183,200.7296,0,4,18.25,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,9,26,26,0"
"2016-09-27,124.3801,308.4303,106.8242,70.57546,219.691,0,0,19.875,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,9,27,27,0"
"2016-09-28,120.1316,276.9575,108.0525,104.2047,281.3317,0,6,19.125,19,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,9,28,28,0"
"2016-09-29,106.8995,304.6394,113.0541,87.00397,209.3236,0,7,17.375,13,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,9,29,29,0"
"2016-09-30,126.3668,292.0542,129.2693,75.28879,193.2135,0,6,14,11,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,9,30,30,0"
"2016-10-01,173.9381,422.4629,166.964,94.99681,241.9487,0,3,15.875,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,10,1,1,0"
"2016-10-02,56.30041,562.1255,186.7324,114.2661,262.2998,0,3,15.75,7,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,10,2,2,0"
"2016-10-03,62.17465,484.636,182.4439,175.777,349.3118,0,7,14.375,18,61,0,""Tag der deutschen Einheit"",0,0,0,0,0,0,0,0,0,1,""0"",0,0,0,0,0,0,10,3,3,0"
"2016-10-04,172.4467,334.8557,123.4157,74.01207,240.277,0,5,13.25,16,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,10,4,4,0"
"2016-10-05,114.5741,313.3301,120.6243,90.44876,233.9623,0,3,12,19,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,10,5,5,0"
"2016-10-06,136.946,345.1135,101.6016,80.99559,221.2806,0,7,11.25,17,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,10,6,6,0"
"2016-10-07,134.611,383.2042,141.9342,72.7219,217.7621,0,7,11.125,15,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,10,7,7,0"
"2016-10-08,147.6679,366.9329,159.0435,97.15733,227.0948,0,5,11.625,16,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,10,8,8,0"
"2016-10-09,53.31561,496.811,181.6932,111.556,204.5646,0,7,9.125,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,10,9,9,0"
"2016-10-10,130.881,380.1535,144.6193,81.58083,272.0965,0,7,11.125,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,10,10,10,0"
"2016-10-11,85.48018,376.5739,193.4571,83.36545,250.2867,0,7,9.875,20,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,10,11,11,0"
"2016-10-12,98.03612,344.0706,159.0625,74.08034,294.0438,0,7,9.75,18,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,10,12,12,0"
"2016-10-13,148.1859,373.7735,147.7448,55.63953,241.4118,0,6,10.875,15,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,10,13,13,0"
"2016-10-14,93.82619,362.8919,166.3222,63.9649,200.9468,0,7,9.125,13,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,10,14,14,0"
"2016-10-15,132.8947,419.7581,189.0274,75.38135,232.5657,0,8,8.625,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,10,15,15,0"
"2016-10-16,74.55345,531.445,213.1363,151.7095,225.5953,0,8,11.375,6,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,10,16,16,0"
"2016-10-17,120.5479,384.7717,158.1511,81.2935,255.7354,0,8,9.75,6,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,0,10,17,17,0"
"2016-10-18,110.3614,401.4189,149.4509,91.74361,228.6004,0,7,13.25,6,28,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,1,10,18,18,0"
"2016-10-19,110.2177,413.5095,139.3928,78.49406,236.4725,0,8,7.625,4,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,2,10,19,19,0"
"2016-10-20,115.8665,361.3999,163.5895,73.56377,243.2077,0,7,10.125,10,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,3,10,20,20,0"
"2016-10-21,114.34,344.2846,157.1542,59.06577,228.8236,0,6,9.875,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,4,10,21,21,0"
"2016-10-22,160.1038,362.9989,142.6285,94.88258,247.9884,0,8,8.125,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,5,10,22,22,0"
"2016-10-23,71.39268,432.0757,184.3025,117.0269,318.5315,0,7,8.625,4,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,6,10,23,23,0"
"2016-10-24,101.6144,283.9003,91.66135,75.99638,151.2917,0,5,9.25,8,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,0,10,24,24,0"
"2016-10-25,74.51962,275.2145,91.41746,81.78779,233.0379,0,5,9,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,1,10,25,25,0"
"2016-10-26,75.17812,289.4269,124.815,65.93126,227.3503,0,6,7.375,6,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,2,10,26,26,0"
"2016-10-27,107.4979,270.9349,81.30837,64.353,146.8202,0,7,13.375,9,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,3,10,27,27,0"
"2016-10-28,125.5692,259.6596,84.2028,84.63949,177.4021,0,6,12.75,15,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,4,10,28,28,0"
"2016-10-29,151.4131,302.1262,110.598,151.2765,233.4693,0,4,11.375,16,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,5,10,29,29,0"
"2016-10-30,68.38276,473.284,141.9011,103.9851,189.6846,0,4,11,9,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,10,30,30,0"
"2016-10-31,116.86,326.877,116.9579,70.32543,206.8019,0,7,12.125,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,10,31,31,0"
"2016-11-01,109.2729,247.2623,101.4446,58.54813,239.6366,0,6,10.125,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,1,1,0"
"2016-11-02,98.54577,258.6305,90.82024,85.8247,222.4472,0,4,7.25,13,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,2,2,0"
"2016-11-03,146.2328,279.9713,111.8192,56.42755,188.2913,43.00677,4,5.875,5,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,3,3,0"
"2016-11-04,97.30094,243.5456,122.5552,85.13237,248.1862,31.03028,7,7.875,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,11,4,4,0"
"2016-11-05,109.2289,281.8177,115.6383,108.1045,187.5868,51.74254,7,5.5,5,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,5,5,0"
"2016-11-06,95.26778,460.2302,142.8546,90.10889,228.4669,0,7,6.625,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,6,6,0"
"2016-11-07,95.9429,255.6483,98.46156,89.53757,188.0525,55.64477,7,3.5,14,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,7,7,0"
"2016-11-08,98.61345,204.1693,79.88575,81.40581,155.25,48.65394,7,.75,14,71,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,8,8,0"
"2016-11-09,102.8008,225.6254,76.86915,53.31698,216.2905,37.97758,0,1.25,4,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,9,9,0"
"2016-11-10,104.9442,222.9529,73.25326,67.75112,156.3484,51.65996,7,4,8,22,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,10,10,0"
"2016-11-11,79.7625,248.4965,81.10401,69.54849,208.6519,32.15646,4,4.875,10,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,11,11,11,0"
"2016-11-12,138.8278,334.9775,113.48,82.1528,279.651,66.41552,3,1.625,6,49,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,12,12,0"
"2016-11-13,55.44194,474.067,155.8292,180.5705,315.7712,33.37991,4,1.375,9,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,13,13,0"
"2016-11-14,107.9751,241.8721,75.99763,73.15408,173.7933,44.40333,4,2,10,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,14,14,0"
"2016-11-15,97.52156,226.5977,84.50497,78.03164,190.0636,20.67767,7,7.75,9,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,15,15,0"
"2016-11-16,131.9975,223.9105,93.21045,56.57342,193.8496,62.58352,7,8.75,11,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,16,16,0"
"2016-11-17,120.9998,217.3535,106.0927,77.10641,219.9336,50.93732,6,7.75,9,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,17,17,0"
"2016-11-18,125.6202,251.9404,64.31707,66.7588,181.2461,50.38383,4,7.25,13,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,11,18,18,0"
"2016-11-19,98.48351,241.3693,116.8298,65.32957,203.2531,64.02322,6,6.625,11,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,19,19,0"
"2016-11-20,52.44249,401.6055,142.385,129.9028,244.9177,31.21118,6,6.375,12,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,20,20,0"
"2016-11-21,121.3787,269.2433,98.3336,68.24741,182.9951,108.5773,7,11.5,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,21,21,0"
"2016-11-22,87.27311,291.5959,101.237,62.57753,183.5092,127.8252,7,12.125,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,22,22,0"
"2016-11-23,91.34089,228.7284,91.49094,43.21601,186.9272,59.21886,7,10,5,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,23,23,0"
"2016-11-24,122.4744,260.9826,92.40177,37.13062,248.7312,116.9046,0,4.5,8,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,24,24,0"
"2016-11-25,82.9238,273.0121,100.6902,82.60378,209.377,110.4855,7,4,4,45,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,11,25,25,0"
"2016-11-26,116.6392,352.3069,129.9828,75.88432,210.8543,120.9802,7,5.875,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,26,26,0"
"2016-11-27,49.7963,469.4331,157.0818,114.1229,300.5465,100.1047,0,5.625,9,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,27,27,0"
"2016-11-28,112.6588,250.1969,93.45311,98.64647,195.699,50.54438,1,2.875,11,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,28,28,0"
"2016-11-29,103.8701,267.0354,89.30404,65.93109,199.6339,94.93658,3,3,9,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,29,29,0"
"2016-11-30,128.4565,269.2849,85.43121,65.54823,156.2436,69.1424,7,6.25,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,30,30,0"
"2016-12-01,107.5389,289.1763,85.9495,73.03186,143.83,81.52576,8,8.5,19,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,12,1,1,0"
"2016-12-02,94.50388,251.1757,77.27145,56.18986,166.9534,120.419,0,3.625,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,12,2,2,0"
"2016-12-03,122.4392,303.7774,106.2148,68.03104,208.2482,102.0311,4,-.75,6,49,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,12,3,3,0"
"2016-12-04,70.0253,425.776,125.5146,158.4682,237.5419,63.95438,8,4.125,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,12,4,4,0"
"2016-12-05,119.636,248.023,95.50906,71.32077,166.823,71.69276,7,3,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,12,5,5,0"
"2016-12-06,98.38682,242.0266,70.13432,74.87094,178.9422,170.0324,7,6.25,5,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,12,6,6,0"
"2016-12-07,106.0893,254.6646,85.22129,54.43642,188.6837,72.05701,7,4.5,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,12,7,7,0"
"2016-12-08,127.7428,286.6906,85.90842,67.80597,169.6253,125.011,8,8.625,12,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,12,8,8,0"
"2016-12-09,81.54521,240.5022,81.35625,49.48761,158.6411,94.43153,7,8.875,13,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,12,9,9,0"
"2016-12-10,82.98654,345.3011,101.2933,82.55546,227.8747,128.0572,7,9.5,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,12,10,10,0"
"2016-12-11,58.5289,486.6851,176.3904,122.3931,263.5963,84.56442,0,0,0,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,12,11,11,0"
"2016-12-12,89.54611,207.6048,77.67377,64.67641,139.5445,76.84511,7,4.875,4,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,12,12,12,0"
"2016-12-13,86.18805,233.77,96.77619,85.68268,167.9077,65.11206,7,6.285714,5,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,12,13,13,0"
"2016-12-14,75.40395,221.9423,37.73925,37.73566,151.3024,74.26743,7,4.625,6,45,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,12,14,14,0"
"2016-12-15,137.1303,249.8595,73.6977,53.50043,160.8308,75.92594,7,0,8,49,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,12,15,15,0"
"2016-12-16,86.02424,231.8277,81.08773,38.95284,182.7354,83.19673,8,-1,5,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,12,16,16,0"
"2016-12-18,158.0848,565.0417,174.729,140.1366,304.1165,110.7724,7,7,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,12,18,18,0"
"2016-12-19,97.24504,228.0431,86.55486,94.56285,142.1778,51.74052,8,5.75,4,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,12,19,19,0"
"2016-12-20,82.27377,230.5447,62.35524,61.14859,195.2081,73.86102,8,1.5,7,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,12,20,20,0"
"2016-12-21,107.0555,262.934,101.4343,63.64039,190.4492,47.21907,6,3.625,10,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,12,21,21,0"
"2016-12-22,102.3186,294.6321,74.35815,56.71517,230.09,54.32296,7,5.25,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,12,22,22,0"
"2016-12-23,189.7334,320.3323,100.7346,84.35986,187.0414,133.4992,7,6.375,9,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,4,12,23,23,0"
"2016-12-24,182.2439,435.4128,77.61794,95.0665,223.4152,39.57754,6,6.125,14,95,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,5,12,24,24,0"
"2016-12-27,132.5349,353.7978,127.1782,47.06743,264.1331,48.89072,6,8.25,21,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,1,12,27,27,0"
"2016-12-28,92.60539,369.8914,137.542,61.40772,250.0572,0,4,7.125,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,2,12,28,28,0"
"2016-12-29,281.809,412.3457,128.1928,42.66121,229.5056,25.99822,3,3.75,11,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,3,12,29,29,0"
"2016-12-30,130.7437,488.2546,131.3557,49.53163,414.932,0,4,1.75,10,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,4,12,30,30,0"
"2016-12-31,288.8431,569.6146,158.2393,50.77065,1705.144,0,7,4.875,13,28,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,5,12,31,31,0"
"2017-01-02,127.9428,363.7858,93.0351,76.1729,274.0342,0,3,1.625,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,1,2,2,0"
"2017-01-03,89.44833,309.9611,80.78635,59.60248,245.0817,0,7,6,16,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,1,3,3,0"
"2017-01-04,119.051,299.0253,78.28617,92.77818,281.9034,0,4,4,19,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,1,4,4,0"
"2017-01-05,115.6802,336.6713,106.7401,85.84756,324.8914,0,4,-2.875,15,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,1,5,5,0"
"2017-01-06,101.3039,275.933,65.36873,72.55145,328.6277,0,1,-4.25,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,1,6,6,0"
"2017-01-07,71.69205,270.2473,75.50026,73.354,266.4984,0,8,-.5,11,71,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,1,7,7,0"
"2017-01-08,54.82129,352.057,131.2876,204.6324,205.5273,0,8,2.25,4,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,1,8,8,0"
"2017-01-09,116.228,238.2534,73.1421,57.12735,169.5713,0,8,2.5,6,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,1,9,9,0"
"2017-01-10,114.5366,204.4674,70.6114,97.31469,203.0787,0,7,2.625,9,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,1,10,10,0"
"2017-01-11,49.4764,174.9998,62.0306,48.36377,191.1032,0,7,4.625,15,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,1,11,11,0"
"2017-01-12,73.78272,209.3512,85.58377,61.48293,172.8072,0,4,4.5,16,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,1,12,12,0"
"2017-01-13,114.5327,226.4841,79.76154,44.26044,250.1004,0,3,3.125,7,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,1,13,13,0"
"2017-01-14,128.5624,264.0182,92.88898,114.5239,281.0356,0,2,1.75,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,1,14,14,0"
"2017-01-15,57.54158,370.9539,128.9917,230.1367,324.2906,0,5,1.375,10,71,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,1,15,15,0"
"2017-01-16,88.90213,221.8618,88.47986,72.57233,209.2484,0,0,.25,9,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,1,16,16,0"
"2017-01-17,82.18199,237.8654,77.10839,37.22333,179.1537,0,7,.5,4,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,1,17,17,0"
"2017-01-18,88.86495,229.1832,71.94388,88.7409,237.6283,0,7,.125,8,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,1,18,18,0"
"2017-01-19,119.723,217.3143,80.73121,63.81469,203.8476,0,8,1.5,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,1,19,19,0"
"2017-01-20,87.17668,246.6188,75.05146,83.62707,194.7508,0,8,3.625,5,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,1,20,20,0"
"2017-01-21,107.0325,271.3921,90.18642,92.92881,228.9506,0,7,5.75,5,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,1,21,21,0"
"2017-01-22,57.98957,378.6052,147.2035,121.1412,274.515,0,8,1.375,5,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,1,22,22,0"
"2017-01-23,86.9879,200.6509,75.97119,56.85767,227.6848,0,7,1.125,8,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,1,23,23,0"
"2017-01-24,95.51047,224.0085,71.68366,88.88362,232.6187,0,7,1.875,8,45,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,1,24,24,0"
"2017-01-25,64.98304,215.3382,63.10893,67.85616,221.0395,0,7,-1.25,6,49,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,1,25,25,0"
"2017-01-26,116.6768,248.4219,57.76486,83.41632,255.7821,0,6,1,7,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,1,26,26,0"
"2017-01-27,88.25214,247.1382,88.96931,134.8922,234.6344,0,0,2.142857,7,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,1,27,27,0"
"2017-01-28,119.7769,313.683,109.0697,150.6122,332.6114,0,1,2.875,5,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,1,28,28,0"
"2017-01-29,30.38653,379.073,137.2109,182.7211,221.0196,0,7,4.75,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,1,29,29,0"
"2017-01-30,95.59005,239.8437,87.2926,58.64637,236.0064,0,7,2.625,13,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,1,30,30,0"
"2017-01-31,92.89947,221.3309,97.60097,91.32828,213.4031,0,7,3.125,15,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,1,31,31,0"
"2017-02-01,66.56732,239.5048,58.22245,71.9063,241.5473,0,7,1.125,8,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,2,1,1,0"
"2017-02-02,89.92544,222.7671,54.39677,71.85683,191.6331,0,7,1.75,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,2,2,2,0"
"2017-02-03,78.36842,212.924,83.37495,77.27191,220.641,0,7,1.625,6,45,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,2,3,3,0"
"2017-02-04,108.2198,276.2529,97.36504,156.1458,266.8216,0,7,5.75,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,2,4,4,0"
"2017-02-05,57.45327,374.0843,126.8423,148.6113,244.4043,0,8,2,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,2,5,5,0"
"2017-02-06,132.1774,237.9595,91.36227,78.74022,220.5745,0,7,2.5,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,2,6,6,0"
"2017-02-07,132.8492,266.6451,89.25268,64.43108,250.8691,0,7,0,12,77,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,2,7,7,0"
"2017-02-08,117.005,249.062,100.8105,62.10856,233.3371,0,8,-2,8,77,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,2,8,8,0"
"2017-02-09,119.3375,250.4906,107.64,50.24858,244.5977,0,8,-2.125,11,22,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,2,9,9,0"
"2017-02-10,121.144,261.3574,90.32087,68.70736,291.9914,0,7,-1.75,16,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,2,10,10,0"
"2017-02-11,100.9892,370.185,107.6774,108.5877,265.7552,0,7,0,17,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,2,11,11,0"
"2017-02-12,44.55735,416.3792,132.993,164.727,254.5717,0,8,.375,17,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,2,12,12,0"
"2017-02-13,119.1087,253.4518,78.61514,66.9857,248.6987,0,0,-.25,10,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,2,13,13,0"
